actor_id	movie_id	role
383529	118367	Sigfried (segment "The Wrong 
408902	118367	Ted the Bellhop
441448	118367	Real Theodore
466585	118367	Chester (segment "The Man fro
491878	118367	Juancho (segment "The Misbeha
497371	118367	Extra
512541	118367	Leo (segment "The Man from Ho
548183	118367	Angela
594964	118367	Jezebel (segment "The Missing
595847	118367	Diana (segment "The Missing I
635230	118367	Athena (segment "The Missing 
639885	118367	Betty
649455	118367	TV Dancing Girl
704821	118367	Elspeth (segment "The Missing
715590	118367	Left Redhead
717432	118367	Sarah (segment "The Misbehave
776475	118367	Right Redhead
794051	118367	Eva (segment "The Missing Ing
809683	118367	Raven (segment "The Missing I
814398	118367	Margaret
814439	118367	Wife (segment "The Misbehaver
827280	118367	Corpse (segment "The Misbehav
837678	118367	Kiva (segment "The Missing In
292028	159665	Babe Buchinsky
52978	164572	Mark Dargus
113561	164572	Louis Gara
115670	164572	Sheriff
155904	164572	Max Cherry
192290	164572	Judge
225014	164572	Ordell Robbie
242194	164572	Ray Nicolette
280645	164572	Winston
296441	164572	The Deputy
342704	164572	Sheriff
466585	164572	Answering Machine Voice
481295	164572	Beaumont Livingston
511530	164572	Cockatoo Bartender
512863	164572	Sheriff
534709	164572	Billingsley Sales Girl #2
553121	164572	Chicks who Love Guns
563043	164572	The Deputy
589246	164572	Public Defender
613869	164572	Chicks who Love Guns
621910	164572	Melanie Ralston
637479	164572	Amy, Billingsley Sales Girl
639803	164572	Jackie Brown
645258	164572	Sheronda
674219	164572	Cocktail Waitress
675497	164572	Raynelle, Ordell's Junkie Fri
699105	164572	Chicks who Love Guns
700526	164572	Steakhouse Waitress
702376	164572	Chicks who Love Guns
714657	164572	Girl at Security Gate
716971	164572	Bartender at Sam's
819400	164572	Anita Lopez
820312	164572	Cabo Flight Attendant
830721	164572	Chicks who Love Guns
837246	164572	Simone
52978	176711	Buck
74449	176711	Bill
84199	176711	Hattori Hanzo
106131	176711	Boss Honda
216347	176711	Young 88 (Spanked Boy)
249940	176711	Crazy 88 #2
260069	176711	Boss Tanaka
260427	176711	Crazy 88 Fighter
260737	176711	Boss Matsumoto (anime sequenc
280984	176711	Johnny Mo
284742	176711	Trucker
292028	176711	Budd
299922	176711	Boss Ozawah
319868	176711	Pretty Riki (anime sequence)
330833	176711	Tokyo Business Man
341985	176711	The Groom
352931	176711	Bald Guy (Sushi Shop)
363245	176711	Edgar McGraw
363257	176711	Earl McGraw
378578	176711	Tim
420990	176711	Charlie Brown
435415	176711	Crazy 88 #1 (Miki)
459441	176711	Boss Benta
464802	176711	Crazy 88 #4
465932	176711	Crazy 88 #3
519687	176711	Crazy 88 #5
525594	176711	Boss Orgami
606682	176711	Sofie Fatale
623535	176711	Vernita Green
626150	176711	The 5, 6, 7, 8's
626225	176711	The 5, 6, 7, 8's
646020	176711	Elle Driver
673153	176711	Proprietor
673865	176711	Nikki Bell
683804	176711	Gogo Yubari
697645	176711	O-Ren Ishii
704920	176711	O-Ren (anime sequence)
706956	176711	Crazy 88 #6 (Girl)
812916	176711	The Bride
817238	176711	Okinawa Airline Ticket Agent
840317	176711	The 5, 6, 7, 8's
43802	176712	Larry Gomez
74449	176712	Bill AKA Snake Charmer
88326	176712	Soda Jerk
127373	176712	Marty Kitrosser
192290	176712	Jay
225014	176712	Rufus
280984	176712	Pai Mei
292028	176712	Budd (Sidewinder)
319795	176712	Ernie
341985	176712	Tommy Plympton
363257	176712	Esteban Vihaio
378578	176712	Tim
438134	176712	Bartender/Pimp
461413	176712	Reverend Harmony
549030	176712	Lucky
557743	176712	Hooker #6
575732	176712	Rocket
589608	176712	Hooker #5
596738	176712	Hooker #8
599020	176712	Hooker #2
613315	176712	Mrs. Harmony
623535	176712	Vernita Green (Copperhead)
645886	176712	B.B.
646020	176712	Elle Driver (California Mount
673358	176712	Janeen
676314	176712	Karen
697645	176712	O-Ren Ishii (Cottonmouth)
701044	176712	Trixie
711529	176712	Hooker #4
727540	176712	Joleen
745520	176712	Hooker #3
773694	176712	Melanie Harrhouse
778957	176712	Hooker #7
791868	176712	Hooker #1
795587	176712	Clarita
800701	176712	Erica
812916	176712	The Bride/Beatrix Kiddo (Blac
820312	176712	1st Grade Teacher
166978	223710	Entertainment Magnate
193995	223710	Mickey Burnett
197619	223710	Clifford
378578	223710	Deejay
417719	223710	Nutmeg, Radio Station Recepti
466585	223710	Clarence Pool
482416	223710	Oliver Brandon
498580	223710	Lenny Otis
654019	223710	Wife
673070	223710	Ex-Girlfriend
7817	267038	Dead Floyd Wilson
17433	267038	Man #4
36472	267038	Long-Hair Yuppie Scum/"Zorro"
45243	267038	Wilson's trainer
65536	267038	Buddy Holly
68754	267038	Paul
87969	267038	James Dean
173104	267038	Phillip Morris page
183894	267038	Zed
207426	267038	The Gimp
210153	267038	Ed Sullivan
225014	267038	Jules Winnfield
242760	267038	Winston 'The Wolf' Wolfe
264162	267038	Marvin
279222	267038	Young Butch
321383	267038	Monster Joe
362817	267038	Jerry Lewis
374784	267038	Dean Martin
396528	267038	Marsellus Wallace
408902	267038	Pumpkin (Ringo)
412573	267038	Sportscaster #1/Coffee shop
434562	267038	Klondike
436214	267038	Ricky Nelson
441022	267038	Hold Hands You Lovebirds
452838	267038	Roger
456313	267038	Lance
466585	267038	Jimmie Dimmick
478676	267038	Vincent Vega
482416	267038	Sportscaster #2
499566	267038	Capt. Koons
507903	267038	Brett
508288	267038	Maynard
512541	267038	Butch Coolidge
539150	267038	Jody
596862	267038	Fabienne
627760	267038	Trudi
639885	267038	Herself
640057	267038	Marilyn Monroe
654019	267038	Butch's mother
667689	267038	Esmarelda Villalobos
673070	267038	Shot woman
694110	267038	Mamie van Doren
700526	267038	Waitress
712086	267038	Gawker #1
756056	267038	Honey Bunny (Yolanda)
782153	267038	Woman in bathroom
806043	267038	Raquel
812916	267038	Mia Wallace
820312	267038	Pedestrian/Bonnie Dimmick
25743	276217	Marvin Nash
36472	276217	Young cop (also radio play ba
59227	276217	Holdaway
63695	276217	Mr. Blue
65536	276217	Mr. Pink
97566	276217	Sheriff #3
193995	276217	Radio play background voice
242760	276217	Mr. White/Larry Dimmick
292028	276217	Mr. Blonde/Vic Vega
368399	276217	Nice Guy Eddie Cabot
378578	276217	Sheriff #4
408902	276217	Mr. Orange/Freddy Newandyke
412573	276217	Shot cop
447813	276217	Teddy
452774	276217	Sheriff #2
452838	276217	Radio play background voice
466585	276217	Mr. Brown
473634	276217	Joe Cabot
482416	276217	Sheriff #1
498580	276217	Diner patron
518086	276217	K-Billy DJ
575999	276217	Shot woman
673070	276217	Shocked woman
688902	276217	Radio play background voice
803695	276217	Radio play background voice
